Column1,Column2,Column3,Column4
2030.0,72.3,29.84,17.86
2031.0,72.26,29.88,17.86
2032.0,72.26,29.88,17.86
2033.0,72.24,29.88,17.88
2034.0,72.16,29.96,17.88
2035.0,72.16,29.96,17.88
2036.0,72.1,30.02,17.88
2037.0,72.1,30.0,17.9
2038.0,72.08,29.98,17.94
2039.0,72.06,29.96,17.98
2040.0,72.0,29.98,18.02
2041.0,71.92,30.06,18.02
2042.0,71.84,30.14,18.02
2043.0,71.76,30.2,18.04
2044.0,71.74,30.22,18.04
2045.0,71.7,30.22,18.08
2046.0,71.66,30.26,18.08
2047.0,71.64,30.26,18.1
2048.0,71.62,30.24,18.14
2049.0,71.5,30.36,18.14
2050.0,71.46,30.38,18.16
2051.0,71.44,30.38,18.18
2052.0,71.36,30.42,18.22
2053.0,71.32,30.46,18.22
2054.0,71.22,30.56,18.22
2055.0,71.2,30.58,18.22
2056.0,71.18,30.58,18.24
2057.0,71.14,30.62,18.24
2058.0,71.12,30.64,18.24
2059.0,71.06,30.68,18.26
2060.0,71.0,30.74,18.26
2061.0,70.96,30.74,18.3
2062.0,70.96,30.72,18.32
2063.0,70.94,30.7,18.36
2064.0,70.92,30.72,18.36
2065.0,70.88,30.74,18.38
2066.0,70.86,30.74,18.4
2067.0,70.84,30.7,18.46
2068.0,70.8,30.74,18.46
2069.0,70.74,30.8,18.46
2070.0,70.68,30.84,18.48
2071.0,70.66,30.8,18.54
2072.0,70.64,30.78,18.58
2073.0,70.6,30.76,18.64
2074.0,70.56,30.78,18.66
2075.0,70.54,30.78,18.68
2076.0,70.48,30.82,18.7
2077.0,70.4,30.88,18.72
2078.0,70.4,30.86,18.74
2079.0,70.38,30.76,18.86
2080.0,70.34,30.78,18.88
2081.0,70.28,30.82,18.9
2082.0,70.22,30.82,18.96
2083.0,70.18,30.86,18.96
2084.0,70.1,30.94,18.96
2085.0,70.04,31.0,18.96
2086.0,70.02,31.02,18.96
2087.0,70.0,31.04,18.96
2088.0,69.94,31.06,19.0
2089.0,69.88,31.06,19.06
2090.0,69.86,31.06,19.08
2091.0,69.8,31.1,19.1
2092.0,69.78,31.1,19.12
2093.0,69.7,31.16,19.14
2094.0,69.68,31.16,19.16
2095.0,69.58,31.22,19.2
2096.0,69.54,31.2,19.26
2097.0,69.48,31.24,19.28
2098.0,69.44,31.22,19.34
2099.0,69.42,31.22,19.36
2100.0,69.36,31.26,19.38
2101.0,69.34,31.26,19.4
2102.0,69.32,31.26,19.42
2103.0,69.3,31.28,19.42
2104.0,69.28,31.2,19.52
2105.0,69.22,31.24,19.54
2106.0,69.2,31.22,19.58
2107.0,69.16,31.26,19.58
2108.0,69.16,31.22,19.62
2109.0,69.1,31.28,19.62
2110.0,69.06,31.3,19.64
2111.0,69.04,31.28,19.68
2112.0,69.0,31.24,19.76
2113.0,68.96,31.28,19.76
2114.0,68.92,31.28,19.8
2115.0,68.84,31.36,19.8
2116.0,68.8,31.38,19.82
2117.0,68.78,31.36,19.86
2118.0,68.74,31.36,19.9
2119.0,68.66,31.4,19.94
2120.0,68.6,31.44,19.96
2121.0,68.58,31.46,19.96
2122.0,68.58,31.44,19.98
2123.0,68.54,31.42,20.04
2124.0,68.5,31.42,20.08
2125.0,68.5,31.4,20.1
2126.0,68.4,31.48,20.12
2127.0,68.4,31.4,20.2
2128.0,68.36,31.42,20.22
2129.0,68.32,31.44,20.24
2130.0,68.28,31.42,20.3
2131.0,68.24,31.46,20.3
2132.0,68.2,31.46,20.34
2133.0,68.18,31.4,20.42
2134.0,68.14,31.44,20.42
2135.0,68.14,31.42,20.44
2136.0,68.14,31.4,20.46
2137.0,68.14,31.36,20.5
2138.0,68.14,31.34,20.52
2139.0,68.1,31.36,20.54
2140.0,68.0,31.46,20.54
2141.0,67.9,31.56,20.54
2142.0,67.82,31.64,20.54
2143.0,67.8,31.64,20.56
2144.0,67.78,31.64,20.58
2145.0,67.78,31.62,20.6
2146.0,67.7,31.7,20.6
2147.0,67.7,31.7,20.6
2148.0,67.68,31.66,20.66
2149.0,67.64,31.66,20.7
2150.0,67.58,31.66,20.76
2151.0,67.54,31.7,20.76
2152.0,67.52,31.68,20.8
2153.0,67.5,31.68,20.82
2154.0,67.46,31.72,20.82
2155.0,67.4,31.76,20.84
2156.0,67.36,31.76,20.88
2157.0,67.24,31.88,20.88
2158.0,67.24,31.88,20.88
2159.0,67.24,31.86,20.9
2160.0,67.2,31.82,20.98
2161.0,67.1,31.92,20.98
2162.0,66.96,31.98,21.06
2163.0,66.92,32.0,21.08
2164.0,66.86,32.06,21.08
2165.0,66.8,32.08,21.12
2166.0,66.74,32.14,21.12
2167.0,66.74,32.04,21.22
2168.0,66.66,32.12,21.22
2169.0,66.58,32.18,21.24
2170.0,66.54,32.22,21.24
2171.0,66.42,32.28,21.3
2172.0,66.34,32.34,21.32
2173.0,66.34,32.3,21.36
2174.0,66.34,32.24,21.42
2175.0,66.34,32.2,21.46
2176.0,66.32,32.14,21.54
2177.0,66.3,32.12,21.58
2178.0,66.26,32.16,21.58
2179.0,66.24,32.18,21.58
2180.0,66.24,32.16,21.6
2181.0,66.18,32.18,21.64
2182.0,66.14,32.2,21.66
2183.0,66.14,32.18,21.68
2184.0,66.1,32.18,21.72
2185.0,66.1,32.16,21.74
2186.0,66.08,32.12,21.8
2187.0,66.06,32.08,21.86
2188.0,66.0,32.1,21.9
2189.0,65.9,32.14,21.96
2190.0,65.9,32.08,22.02
2191.0,65.88,32.1,22.02
2192.0,65.8,32.16,22.04
2193.0,65.8,32.16,22.04
2194.0,65.8,32.16,22.04
2195.0,65.78,32.16,22.06
2196.0,65.74,32.2,22.06
2197.0,65.7,32.24,22.06
2198.0,65.7,32.22,22.08
2199.0,65.68,32.24,22.08
2200.0,65.58,32.34,22.08
2201.0,65.52,32.38,22.1
2202.0,65.5,32.38,22.12
2203.0,65.5,32.36,22.14
2204.0,65.48,32.36,22.16
2205.0,65.44,32.34,22.22
2206.0,65.42,32.34,22.24
2207.0,65.34,32.4,22.26
2208.0,65.3,32.42,22.28
2209.0,65.28,32.42,22.3
2210.0,65.16,32.52,22.32
2211.0,65.14,32.54,22.32
2212.0,65.1,32.54,22.36
2213.0,65.06,32.58,22.36
2214.0,65.06,32.58,22.36
2215.0,65.02,32.56,22.42
2216.0,64.9,32.66,22.44
2217.0,64.9,32.64,22.46
2218.0,64.82,32.7,22.48
2219.0,64.8,32.68,22.52
2220.0,64.76,32.66,22.58
2221.0,64.66,32.74,22.6
2222.0,64.64,32.76,22.6
2223.0,64.52,32.86,22.62
2224.0,64.5,32.82,22.68
2225.0,64.5,32.78,22.72
2226.0,64.5,32.72,22.78
2227.0,64.46,32.72,22.82
2228.0,64.42,32.74,22.84
2229.0,64.38,32.76,22.86
2230.0,64.32,32.82,22.86
2231.0,64.28,32.84,22.88
2232.0,64.28,32.8,22.92
2233.0,64.26,32.78,22.96
2234.0,64.18,32.82,23.0
2235.0,64.18,32.8,23.02
2236.0,64.18,32.76,23.06
2237.0,64.12,32.82,23.06
2238.0,64.12,32.78,23.1
2239.0,64.08,32.78,23.14
2240.0,64.08,32.76,23.16
2241.0,64.02,32.8,23.18
2242.0,64.02,32.78,23.2
2243.0,64.0,32.78,23.22
2244.0,63.96,32.8,23.24
2245.0,63.88,32.88,23.24
2246.0,63.88,32.86,23.26
2247.0,63.82,32.9,23.28
2248.0,63.78,32.94,23.28
2249.0,63.72,32.94,23.34
2250.0,63.7,32.92,23.38
2251.0,63.7,32.88,23.42
2252.0,63.7,32.86,23.44
2253.0,63.68,32.88,23.44
2254.0,63.66,32.86,23.48
2255.0,63.64,32.88,23.48
2256.0,63.64,32.86,23.5
2257.0,63.64,32.82,23.54
2258.0,63.6,32.82,23.58
2259.0,63.56,32.84,23.6
2260.0,63.54,32.86,23.6
2261.0,63.42,32.98,23.6
2262.0,63.4,33.0,23.6
2263.0,63.3,33.08,23.62
2264.0,63.24,33.12,23.64
2265.0,63.2,33.14,23.66
2266.0,63.18,33.16,23.66
2267.0,63.18,33.16,23.66
2268.0,63.14,33.2,23.66
2269.0,63.06,33.24,23.7
2270.0,63.04,33.24,23.72
2271.0,63.02,33.26,23.72
2272.0,63.02,33.24,23.74
2273.0,62.98,33.26,23.76
2274.0,62.98,33.24,23.78
2275.0,62.98,33.24,23.78
2276.0,62.96,33.24,23.8
2277.0,62.9,33.28,23.82
2278.0,62.84,33.32,23.84
2279.0,62.78,33.36,23.86
2280.0,62.78,33.36,23.86
2281.0,62.7,33.4,23.9
2282.0,62.7,33.38,23.92
2283.0,62.66,33.38,23.96
2284.0,62.66,33.34,24.0
2285.0,62.66,33.3,24.04
2286.0,62.64,33.32,24.04
2287.0,62.64,33.28,24.08
2288.0,62.58,33.34,24.08
2289.0,62.58,33.34,24.08
2290.0,62.52,33.38,24.1
2291.0,62.5,33.4,24.1
2292.0,62.46,33.44,24.1
2293.0,62.44,33.4,24.16
2294.0,62.42,33.38,24.2
2295.0,62.38,33.38,24.24
2296.0,62.34,33.36,24.3
2297.0,62.32,33.32,24.36
2298.0,62.28,33.34,24.38
2299.0,62.24,33.36,24.4
2300.0,62.2,33.38,24.42
2301.0,62.16,33.4,24.44
2302.0,62.1,33.46,24.44
2303.0,62.08,33.48,24.44
2304.0,62.04,33.5,24.46
2305.0,62.0,33.5,24.5
2306.0,62.0,33.44,24.56
2307.0,61.96,33.42,24.62
2308.0,61.92,33.42,24.66
2309.0,61.88,33.44,24.68
2310.0,61.8,33.5,24.7
2311.0,61.78,33.5,24.72
2312.0,61.68,33.6,24.72
2313.0,61.66,33.62,24.72
2314.0,61.6,33.62,24.78
2315.0,61.6,33.6,24.8
2316.0,61.54,33.6,24.86
2317.0,61.48,33.66,24.86
2318.0,61.42,33.7,24.88
2319.0,61.36,33.76,24.88
2320.0,61.3,33.82,24.88
2321.0,61.24,33.88,24.88
2322.0,61.16,33.94,24.9
2323.0,61.14,33.96,24.9
2324.0,61.12,33.98,24.9
2325.0,61.1,33.98,24.92
2326.0,61.08,33.96,24.96
2327.0,61.04,34.0,24.96
2328.0,61.0,34.0,25.0
2329.0,60.94,34.06,25.0
2330.0,60.9,34.04,25.06
2331.0,60.82,34.08,25.1
2332.0,60.72,34.16,25.12
2333.0,60.68,34.16,25.16
2334.0,60.64,34.2,25.16
2335.0,60.64,34.16,25.2
2336.0,60.58,34.18,25.24
2337.0,60.56,34.2,25.24
2338.0,60.48,34.28,25.24
2339.0,60.4,34.36,25.24
2340.0,60.36,34.38,25.26
2341.0,60.3,34.42,25.28
2342.0,60.2,34.52,25.28
2343.0,60.14,34.52,25.34
2344.0,60.12,34.52,25.36
2345.0,60.08,34.46,25.46
2346.0,60.08,34.4,25.52
2347.0,60.0,34.44,25.56
2348.0,59.96,34.44,25.6
2349.0,59.94,34.46,25.6
2350.0,59.92,34.44,25.64
2351.0,59.9,34.46,25.64
2352.0,59.86,34.48,25.66
2353.0,59.82,34.52,25.66
2354.0,59.82,34.52,25.66
2355.0,59.78,34.54,25.68
2356.0,59.78,34.52,25.7
2357.0,59.74,34.56,25.7
2358.0,59.74,34.54,25.72
2359.0,59.66,34.6,25.74
2360.0,59.62,34.62,25.76
2361.0,59.6,34.64,25.76
2362.0,59.54,34.66,25.8
2363.0,59.48,34.72,25.8
2364.0,59.46,34.7,25.84
2365.0,59.42,34.68,25.9
2366.0,59.38,34.7,25.92
2367.0,59.32,34.74,25.94
2368.0,59.32,34.72,25.96
2369.0,59.32,34.72,25.96
2370.0,59.32,34.72,25.96
2371.0,59.3,34.74,25.96
2372.0,59.28,34.74,25.98
2373.0,59.24,34.78,25.98
2374.0,59.2,34.78,26.02
2375.0,59.18,34.78,26.04
2376.0,59.1,34.8,26.1
2377.0,59.08,34.74,26.18
2378.0,59.0,34.8,26.2
2379.0,58.96,34.8,26.24
2380.0,58.9,34.84,26.26
2381.0,58.78,34.92,26.3
2382.0,58.74,34.9,26.36
2383.0,58.72,34.92,26.36
2384.0,58.66,34.98,26.36
2385.0,58.66,34.98,26.36
2386.0,58.64,34.98,26.38
2387.0,58.62,34.96,26.42
2388.0,58.58,34.98,26.44
2389.0,58.5,35.04,26.46
2390.0,58.5,35.04,26.46
2391.0,58.46,35.06,26.48
2392.0,58.46,35.04,26.5
2393.0,58.44,35.02,26.54
2394.0,58.42,35.04,26.54
2395.0,58.4,35.04,26.56
2396.0,58.36,35.02,26.62
2397.0,58.34,34.98,26.68
2398.0,58.24,35.04,26.72
2399.0,58.22,35.06,26.72
2400.0,58.2,35.06,26.74
2401.0,58.16,35.04,26.8
2402.0,58.12,35.06,26.82
2403.0,58.06,35.1,26.84
2404.0,57.94,35.18,26.88
2405.0,57.92,35.2,26.88
2406.0,57.9,35.2,26.9
2407.0,57.9,35.18,26.92
2408.0,57.88,35.18,26.94
2409.0,57.86,35.2,26.94
2410.0,57.8,35.16,27.04
2411.0,57.8,35.14,27.06
2412.0,57.74,35.18,27.08
2413.0,57.7,35.18,27.12
2414.0,57.6,35.26,27.14
2415.0,57.56,35.24,27.2
2416.0,57.5,35.28,27.22
2417.0,57.46,35.28,27.26
2418.0,57.42,35.32,27.26
2419.0,57.4,35.32,27.28
2420.0,57.4,35.3,27.3
2421.0,57.38,35.32,27.3
2422.0,57.36,35.28,27.36
2423.0,57.34,35.28,27.38
2424.0,57.32,35.26,27.42
2425.0,57.3,35.22,27.48
2426.0,57.28,35.24,27.48
2427.0,57.2,35.3,27.5
2428.0,57.2,35.28,27.52
2429.0,57.18,35.3,27.52
2430.0,57.14,35.32,27.54
2431.0,57.1,35.32,27.58
2432.0,57.1,35.32,27.58
2433.0,57.06,35.32,27.62
2434.0,57.02,35.3,27.68
2435.0,56.96,35.32,27.72
2436.0,56.84,35.42,27.74
2437.0,56.82,35.4,27.78
2438.0,56.82,35.38,27.8
2439.0,56.82,35.36,27.82
2440.0,56.8,35.38,27.82
2441.0,56.74,35.42,27.84
2442.0,56.7,35.42,27.88
2443.0,56.7,35.42,27.88
2444.0,56.62,35.48,27.9
2445.0,56.52,35.56,27.92
2446.0,56.52,35.52,27.96
2447.0,56.5,35.54,27.96
2448.0,56.44,35.58,27.98
2449.0,56.4,35.6,28.0
2450.0,56.36,35.62,28.02
2451.0,56.34,35.64,28.02
2452.0,56.32,35.62,28.06
2453.0,56.26,35.62,28.12
2454.0,56.26,35.6,28.14
2455.0,56.24,35.62,28.14
2456.0,56.2,35.66,28.14
2457.0,56.16,35.68,28.16
2458.0,56.12,35.7,28.18
2459.0,56.08,35.72,28.2
2460.0,56.06,35.72,28.22
2461.0,56.06,35.7,28.24
2462.0,56.02,35.72,28.26
2463.0,55.92,35.8,28.28
2464.0,55.86,35.84,28.3
2465.0,55.84,35.84,28.32
2466.0,55.74,35.9,28.36
2467.0,55.68,35.96,28.36
2468.0,55.62,36.0,28.38
2469.0,55.58,36.0,28.42
2470.0,55.54,36.02,28.44
2471.0,55.48,36.06,28.46
2472.0,55.46,36.04,28.5
2473.0,55.42,36.02,28.56
2474.0,55.38,36.04,28.58
2475.0,55.3,36.1,28.6
2476.0,55.28,36.1,28.62
2477.0,55.24,36.12,28.64
2478.0,55.16,36.16,28.68
2479.0,55.14,36.16,28.7
2480.0,55.14,36.12,28.74
2481.0,55.14,36.08,28.78
2482.0,55.12,36.06,28.82
2483.0,55.08,36.08,28.84
2484.0,55.0,36.12,28.88
2485.0,54.98,36.1,28.92
2486.0,54.92,36.16,28.92
2487.0,54.88,36.18,28.94
2488.0,54.84,36.18,28.98
2489.0,54.8,36.18,29.02
2490.0,54.8,36.18,29.02
2491.0,54.8,36.12,29.08
2492.0,54.8,36.06,29.14
2493.0,54.8,36.04,29.16
2494.0,54.8,36.02,29.18
2495.0,54.78,35.98,29.24
2496.0,54.76,35.98,29.26
2497.0,54.7,36.02,29.28
2498.0,54.62,36.02,29.36
2499.0,54.58,36.02,29.4
2500.0,54.54,36.06,29.4
2501.0,54.52,36.06,29.42
2502.0,54.52,36.02,29.46
2503.0,54.52,36.0,29.48
2504.0,54.5,35.98,29.52
2505.0,54.46,35.98,29.56
2506.0,54.44,35.98,29.58
2507.0,54.36,36.06,29.58
2508.0,54.32,36.04,29.64
2509.0,54.32,36.04,29.64
2510.0,54.28,36.02,29.7
2511.0,54.24,36.06,29.7
2512.0,54.22,36.06,29.72
2513.0,54.1,36.18,29.72
2514.0,54.06,36.16,29.78
2515.0,54.06,36.14,29.8
2516.0,54.0,36.2,29.8
2517.0,53.98,36.2,29.82
2518.0,53.92,36.22,29.86
2519.0,53.9,36.2,29.9
2520.0,53.88,36.2,29.92
2521.0,53.86,36.2,29.94
2522.0,53.78,36.24,29.98
2523.0,53.76,36.24,30.0
2524.0,53.72,36.24,30.04
2525.0,53.7,36.24,30.06
2526.0,53.68,36.24,30.08
2527.0,53.64,36.26,30.1
2528.0,53.6,36.3,30.1
2529.0,53.58,36.32,30.1
2530.0,53.56,36.32,30.12
2531.0,53.54,36.28,30.18
2532.0,53.54,36.24,30.22
2533.0,53.52,36.26,30.22
2534.0,53.5,36.26,30.24
2535.0,53.44,36.32,30.24
2536.0,53.44,36.24,30.32
2537.0,53.4,36.28,30.32
2538.0,53.38,36.28,30.34
2539.0,53.3,36.36,30.34
2540.0,53.3,36.34,30.36
2541.0,53.28,36.34,30.38
2542.0,53.24,36.38,30.38
2543.0,53.22,36.38,30.4
2544.0,53.22,36.32,30.46
2545.0,53.12,36.4,30.48
2546.0,53.08,36.42,30.5
2547.0,53.02,36.48,30.5
2548.0,53.0,36.44,30.56
2549.0,52.96,36.46,30.58
2550.0,52.92,36.46,30.62
2551.0,52.9,36.48,30.62
2552.0,52.86,36.46,30.68
2553.0,52.78,36.52,30.7
2554.0,52.78,36.52,30.7
2555.0,52.76,36.52,30.72
2556.0,52.72,36.56,30.72
2557.0,52.7,36.54,30.76
2558.0,52.64,36.58,30.78
2559.0,52.6,36.62,30.78
2560.0,52.56,36.6,30.84
2561.0,52.5,36.62,30.88
2562.0,52.48,36.6,30.92
2563.0,52.48,36.56,30.96
2564.0,52.46,36.52,31.02
2565.0,52.44,36.52,31.04
2566.0,52.42,36.52,31.06
2567.0,52.38,36.5,31.12
2568.0,52.3,36.56,31.14
2569.0,52.24,36.6,31.16
2570.0,52.22,36.62,31.16
2571.0,52.18,36.6,31.22
2572.0,52.16,36.62,31.22
2573.0,52.14,36.62,31.24
2574.0,52.1,36.66,31.24
2575.0,52.04,36.72,31.24
2576.0,52.0,36.74,31.26
2577.0,51.96,36.76,31.28
2578.0,51.94,36.78,31.28
2579.0,51.92,36.74,31.34
2580.0,51.92,36.68,31.4
2581.0,51.88,36.7,31.42
2582.0,51.84,36.74,31.42
2583.0,51.78,36.8,31.42
2584.0,51.76,36.8,31.44
2585.0,51.72,36.84,31.44
2586.0,51.7,36.82,31.48
2587.0,51.66,36.82,31.52
2588.0,51.64,36.8,31.56
2589.0,51.62,36.8,31.58
2590.0,51.6,36.74,31.66
2591.0,51.58,36.72,31.7
2592.0,51.52,36.76,31.72
2593.0,51.48,36.78,31.74
2594.0,51.44,36.82,31.74
2595.0,51.4,36.82,31.78
2596.0,51.3,36.88,31.82
2597.0,51.24,36.92,31.84
2598.0,51.22,36.94,31.84
2599.0,51.18,36.98,31.84
2600.0,51.16,36.98,31.86
2601.0,51.12,37.0,31.88
2602.0,51.1,36.94,31.96
2603.0,51.06,36.94,32.0
2604.0,50.98,36.96,32.06
2605.0,50.96,36.94,32.1
2606.0,50.92,36.94,32.14
2607.0,50.92,36.92,32.16
2608.0,50.92,36.9,32.18
2609.0,50.9,36.86,32.24
2610.0,50.88,36.84,32.28
2611.0,50.8,36.92,32.28
2612.0,50.74,36.94,32.32
2613.0,50.74,36.9,32.36
2614.0,50.7,36.92,32.38
2615.0,50.68,36.9,32.42
2616.0,50.64,36.88,32.48
2617.0,50.6,36.88,32.52
2618.0,50.54,36.92,32.54
2619.0,50.54,36.88,32.58
2620.0,50.52,36.88,32.6
2621.0,50.52,36.84,32.64
2622.0,50.52,36.84,32.64
2623.0,50.48,36.86,32.66
2624.0,50.4,36.92,32.68
2625.0,50.38,36.92,32.7
2626.0,50.38,36.92,32.7
2627.0,50.38,36.9,32.72
2628.0,50.36,36.92,32.72
2629.0,50.36,36.86,32.78
2630.0,50.36,36.82,32.82
2631.0,50.34,36.82,32.84
2632.0,50.32,36.8,32.88
2633.0,50.24,36.88,32.88
2634.0,50.24,36.86,32.9
2635.0,50.22,36.78,33.0
2636.0,50.18,36.82,33.0
2637.0,50.12,36.8,33.08
2638.0,50.12,36.78,33.1
2639.0,50.12,36.74,33.14
2640.0,50.12,36.7,33.18
2641.0,50.06,36.74,33.2
2642.0,50.02,36.78,33.2
2643.0,50.0,36.78,33.22
2644.0,50.0,36.76,33.24
2645.0,49.98,36.7,33.32
2646.0,49.94,36.72,33.34
2647.0,49.9,36.72,33.38
2648.0,49.86,36.76,33.38
2649.0,49.82,36.78,33.4
2650.0,49.82,36.78,33.4
2651.0,49.8,36.74,33.46
2652.0,49.8,36.72,33.48
2653.0,49.8,36.68,33.52
2654.0,49.76,36.72,33.52
2655.0,49.76,36.72,33.52
2656.0,49.7,36.78,33.52
2657.0,49.68,36.76,33.56
2658.0,49.68,36.72,33.6
2659.0,49.66,36.74,33.6
2660.0,49.62,36.76,33.62
2661.0,49.54,36.82,33.64
2662.0,49.52,36.84,33.64
2663.0,49.52,36.78,33.7
2664.0,49.5,36.72,33.78
2665.0,49.46,36.72,33.82
2666.0,49.46,36.7,33.84
2667.0,49.44,36.72,33.84
2668.0,49.4,36.76,33.84
2669.0,49.34,36.82,33.84
2670.0,49.32,36.8,33.88
2671.0,49.3,36.82,33.88
2672.0,49.26,36.86,33.88
2673.0,49.18,36.94,33.88
2674.0,49.16,36.92,33.92
2675.0,49.12,36.96,33.92
2676.0,49.06,37.0,33.94
2677.0,48.96,37.08,33.96
2678.0,48.96,37.04,34.0
2679.0,48.96,37.0,34.04
2680.0,48.92,37.04,34.04
2681.0,48.9,36.98,34.12
2682.0,48.88,36.96,34.16
2683.0,48.82,37.02,34.16
2684.0,48.8,37.0,34.2
2685.0,48.76,37.04,34.2
2686.0,48.72,37.06,34.22
2687.0,48.72,37.02,34.26
2688.0,48.64,37.1,34.26
2689.0,48.62,37.12,34.26
2690.0,48.6,37.12,34.28
2691.0,48.58,37.1,34.32
2692.0,48.56,37.12,34.32
2693.0,48.54,37.1,34.36
2694.0,48.48,37.12,34.4
2695.0,48.44,37.12,34.44
2696.0,48.42,37.08,34.5
2697.0,48.32,37.14,34.54
2698.0,48.32,37.08,34.6
2699.0,48.26,37.14,34.6
2700.0,48.24,37.14,34.62
2701.0,48.24,37.08,34.68
2702.0,48.24,37.0,34.76
2703.0,48.22,37.0,34.78
2704.0,48.22,36.96,34.82
2705.0,48.18,37.0,34.82
2706.0,48.16,37.0,34.84
2707.0,48.1,37.04,34.86
2708.0,48.1,37.04,34.86
2709.0,48.04,37.06,34.9
2710.0,48.02,37.04,34.94
2711.0,48.0,37.04,34.96
2712.0,47.94,37.06,35.0
2713.0,47.9,37.08,35.02
2714.0,47.88,37.1,35.02
2715.0,47.84,37.14,35.02
2716.0,47.76,37.1,35.14
2717.0,47.72,37.14,35.14
2718.0,47.72,37.14,35.14
2719.0,47.64,37.2,35.16
2720.0,47.64,37.2,35.16
2721.0,47.62,37.22,35.16
2722.0,47.56,37.24,35.2
2723.0,47.54,37.26,35.2
2724.0,47.52,37.2,35.28
2725.0,47.52,37.2,35.28
2726.0,47.5,37.14,35.36
2727.0,47.48,37.12,35.4
2728.0,47.46,37.14,35.4
2729.0,47.4,37.16,35.44
2730.0,47.4,37.16,35.44
2731.0,47.36,37.16,35.48
2732.0,47.36,37.16,35.48
2733.0,47.36,37.12,35.52
2734.0,47.34,37.12,35.54
2735.0,47.34,37.1,35.56
2736.0,47.32,37.12,35.56
2737.0,47.26,37.16,35.58
2738.0,47.24,37.16,35.6
2739.0,47.18,37.18,35.64
2740.0,47.12,37.22,35.66
2741.0,47.12,37.2,35.68
2742.0,47.1,37.16,35.74
2743.0,47.08,37.18,35.74
2744.0,47.06,37.16,35.78
2745.0,47.04,37.16,35.8
2746.0,46.98,37.22,35.8
2747.0,46.94,37.22,35.84
2748.0,46.88,37.26,35.86
2749.0,46.86,37.28,35.86
2750.0,46.78,37.36,35.86
2751.0,46.78,37.34,35.88
2752.0,46.76,37.36,35.88
2753.0,46.74,37.38,35.88
2754.0,46.68,37.4,35.92
2755.0,46.66,37.4,35.94
2756.0,46.6,37.42,35.98
2757.0,46.56,37.44,36.0
2758.0,46.54,37.42,36.04
2759.0,46.5,37.44,36.06
2760.0,46.48,37.42,36.1
2761.0,46.46,37.42,36.12
2762.0,46.46,37.38,36.16
2763.0,46.46,37.3,36.24
2764.0,46.44,37.32,36.24
2765.0,46.38,37.36,36.26
2766.0,46.36,37.34,36.3
2767.0,46.34,37.34,36.32
2768.0,46.32,37.32,36.36
2769.0,46.24,37.4,36.36
2770.0,46.24,37.38,36.38
2771.0,46.2,37.42,36.38
2772.0,46.18,37.36,36.46
2773.0,46.14,37.36,36.5
2774.0,46.12,37.32,36.56
2775.0,46.08,37.34,36.58
2776.0,46.0,37.36,36.64
2777.0,45.94,37.42,36.64
2778.0,45.92,37.42,36.66
2779.0,45.92,37.42,36.66
2780.0,45.88,37.44,36.68
2781.0,45.88,37.4,36.72
2782.0,45.82,37.4,36.78
2783.0,45.78,37.44,36.78
2784.0,45.76,37.44,36.8
2785.0,45.74,37.46,36.8
2786.0,45.74,37.44,36.82
2787.0,45.7,37.48,36.82
2788.0,45.68,37.5,36.82
2789.0,45.66,37.46,36.88
2790.0,45.64,37.44,36.92
2791.0,45.62,37.44,36.94
2792.0,45.62,37.38,37.0
2793.0,45.6,37.4,37.0
2794.0,45.6,37.38,37.02
2795.0,45.54,37.36,37.1
2796.0,45.42,37.44,37.14
2797.0,45.4,37.44,37.16
2798.0,45.38,37.42,37.2
2799.0,45.36,37.4,37.24
2800.0,45.34,37.42,37.24
2801.0,45.3,37.44,37.26
2802.0,45.24,37.5,37.26
2803.0,45.22,37.48,37.3
2804.0,45.22,37.48,37.3
2805.0,45.16,37.52,37.32
2806.0,45.12,37.56,37.32
2807.0,45.08,37.54,37.38
2808.0,45.06,37.56,37.38
2809.0,45.06,37.54,37.4
2810.0,45.04,37.48,37.48
2811.0,45.02,37.48,37.5
2812.0,45.0,37.5,37.5
2813.0,44.98,37.5,37.52
2814.0,44.98,37.48,37.54
2815.0,44.96,37.5,37.54
2816.0,44.96,37.46,37.58
2817.0,44.92,37.5,37.58
2818.0,44.88,37.54,37.58
2819.0,44.88,37.5,37.62
2820.0,44.86,37.48,37.66
2821.0,44.86,37.46,37.68
2822.0,44.84,37.44,37.72
2823.0,44.8,37.46,37.74
2824.0,44.8,37.44,37.76
2825.0,44.76,37.48,37.76
2826.0,44.7,37.42,37.88
2827.0,44.64,37.48,37.88
2828.0,44.62,37.48,37.9
2829.0,44.58,37.48,37.94
2830.0,44.56,37.5,37.94
2831.0,44.56,37.5,37.94
2832.0,44.56,37.5,37.94
2833.0,44.56,37.48,37.96
2834.0,44.52,37.46,38.02
2835.0,44.46,37.48,38.06
2836.0,44.46,37.42,38.12
2837.0,44.46,37.36,38.18
2838.0,44.44,37.36,38.2
2839.0,44.42,37.38,38.2
2840.0,44.4,37.4,38.2
2841.0,44.34,37.44,38.22
2842.0,44.32,37.42,38.26
2843.0,44.32,37.4,38.28
2844.0,44.3,37.38,38.32
2845.0,44.3,37.36,38.34
2846.0,44.26,37.38,38.36
2847.0,44.2,37.4,38.4
2848.0,44.16,37.4,38.44
2849.0,44.16,37.36,38.48
2850.0,44.12,37.38,38.5
2851.0,44.12,37.38,38.5
